did,snippet_id,var_name,cognitive_complexity,value,pl,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL,MI,MIMS,MISEI,MISM,McCC,NL,NLE,NII,NOI,CD,CLOC,DLOC,TCD,TCLOC,LLOC,LOC,NOS,NUMPAR
2,1,2_BA31post,1,0.680167625,Java,0,0,0,0,0,0,0,0,93.4869,14.875,2694.02,193.613,39,25,149.668,181.11,107.91,63.105,80.1834,46.8909,2,1,1,0,0,0,0,0,0,0,9,9,6,1
2,1,2_BA32,1,0.567438063,Java,0,0,0,0,0,0,0,0,93.4869,14.875,2694.02,193.613,39,25,149.668,181.11,107.91,63.105,80.1834,46.8909,2,1,1,0,0,0,0,0,0,0,9,9,6,1
2,1,2_BA31ant,1,0.456862813,Java,0,0,0,0,0,0,0,0,93.4869,14.875,2694.02,193.613,39,25,149.668,181.11,107.91,63.105,80.1834,46.8909,2,1,1,0,0,0,0,0,0,0,9,9,6,1
2,10,2_BA32,6,0.534999375,Java,0,0,0,0,0,0,0,0,92.5293,23.1111,7727.38,390.86,72,25,429.299,334.358,100.321,58.667,69.7439,40.7859,7,3,1,0,0,0,0,0,0,0,11,12,9,1
2,10,2_BA31ant,6,0.461402625,Java,0,0,0,0,0,0,0,0,92.5293,23.1111,7727.38,390.86,72,25,429.299,334.358,100.321,58.667,69.7439,40.7859,7,3,1,0,0,0,0,0,0,0,11,12,9,1
2,10,2_BA31post,6,0.504249125,Java,0,0,0,0,0,0,0,0,92.5293,23.1111,7727.38,390.86,72,25,429.299,334.358,100.321,58.667,69.7439,40.7859,7,3,1,0,0,0,0,0,0,0,11,12,9,1
2,11,2_BA32,1,0.833937188,Java,0,0,0,0,0,0,0,0,102.706,15.3,3419.24,226.962,47,27,189.958,223.48,106.816,62.4658,78.6064,45.9687,2,1,1,0,0,0,0,0,0,0,9,9,8,1
2,11,2_BA31post,1,0.531375313,Java,0,0,0,0,0,0,0,0,102.706,15.3,3419.24,226.962,47,27,189.958,223.48,106.816,62.4658,78.6064,45.9687,2,1,1,0,0,0,0,0,0,0,9,9,8,1
2,11,2_BA31ant,1,0.573933125,Java,0,0,0,0,0,0,0,0,102.706,15.3,3419.24,226.962,47,27,189.958,223.48,106.816,62.4658,78.6064,45.9687,2,1,1,0,0,0,0,0,0,0,9,9,8,1
2,13,2_BA32,0,0.44148875,Java,0,0,0,0,0,0,0,0,67.0195,11.25,1944.87,155.809,40,20,108.048,172.877,108.382,63.381,80.7625,47.2295,1,0,0,0,0,0,0,0,0,0,9,9,7,1
2,13,2_BA31post,0,0.452398375,Java,0,0,0,0,0,0,0,0,67.0195,11.25,1944.87,155.809,40,20,108.048,172.877,108.382,63.381,80.7625,47.2295,1,0,0,0,0,0,0,0,0,0,9,9,7,1
2,13,2_BA31ant,0,0.400142063,Java,0,0,0,0,0,0,0,0,67.0195,11.25,1944.87,155.809,40,20,108.048,172.877,108.382,63.381,80.7625,47.2295,1,0,0,0,0,0,0,0,0,0,9,9,7,1
2,14,2_BA32,1,0.687596375,Java,0,0,0,0,0,0,0,0,120.768,18.6667,4671.36,279.445,51,30,259.52,250.251,110.299,64.5026,83.6312,48.9072,2,1,1,0,0,0,0,0,0,0,7,7,7,1
2,14,2_BA31post,1,0.787476813,Java,0,0,0,0,0,0,0,0,120.768,18.6667,4671.36,279.445,51,30,259.52,250.251,110.299,64.5026,83.6312,48.9072,2,1,1,0,0,0,0,0,0,0,7,7,7,1
2,14,2_BA31ant,1,0.6289035,Java,0,0,0,0,0,0,0,0,120.768,18.6667,4671.36,279.445,51,30,259.52,250.251,110.299,64.5026,83.6312,48.9072,2,1,1,0,0,0,0,0,0,0,7,7,7,1
2,17,2_BA32,4,0.513088813,Java,0,0,0,0,0,0,0,0,138.974,15,6868.07,361.318,90,34,381.56,457.872,94.5813,55.3107,61.0566,35.7056,3,1,1,0,0,0,0,0,0,0,15,15,11,1
2,17,2_BA31post,4,0.474544625,Java,0,0,0,0,0,0,0,0,138.974,15,6868.07,361.318,90,34,381.56,457.872,94.5813,55.3107,61.0566,35.7056,3,1,1,0,0,0,0,0,0,0,15,15,11,1
2,17,2_BA31ant,4,0.512648188,Java,0,0,0,0,0,0,0,0,138.974,15,6868.07,361.318,90,34,381.56,457.872,94.5813,55.3107,61.0566,35.7056,3,1,1,0,0,0,0,0,0,0,15,15,11,1
2,2,2_BA32,5,0.760412688,Java,0,0,0,0,0,0,0,0,135.258,23.625,10129.8,468.166,85,33,562.765,428.773,94.6928,55.3759,61.3192,35.8592,4,2,2,0,0,0,0,0,0,0,15,15,13,1
2,2,2_BA31post,5,0.58754025,Java,0,0,0,0,0,0,0,0,135.258,23.625,10129.8,468.166,85,33,562.765,428.773,94.6928,55.3759,61.3192,35.8592,4,2,2,0,0,0,0,0,0,0,15,15,13,1
2,2,2_BA31ant,5,0.627872625,Java,0,0,0,0,0,0,0,0,135.258,23.625,10129.8,468.166,85,33,562.765,428.773,94.6928,55.3759,61.3192,35.8592,4,2,2,0,0,0,0,0,0,0,15,15,13,1
2,20,2_BA32,4,1.045516125,Java,0,0,0,0,0,0,0,0,140.344,17.7692,4972.02,291.31,55,34,276.223,279.81,100.757,58.9223,69.9664,40.916,3,2,2,0,0,0,0,0,0,0,12,12,8,1
2,20,2_BA31post,4,0.827268563,Java,0,0,0,0,0,0,0,0,140.344,17.7692,4972.02,291.31,55,34,276.223,279.81,100.757,58.9223,69.9664,40.916,3,2,2,0,0,0,0,0,0,0,12,12,8,1
2,20,2_BA31ant,4,0.8140095,Java,0,0,0,0,0,0,0,0,140.344,17.7692,4972.02,291.31,55,34,276.223,279.81,100.757,58.9223,69.9664,40.916,3,2,2,0,0,0,0,0,0,0,12,12,8,1
2,21,2_BA32,2,1.065309875,Java,0,0,0,0,0,0,0,0,167.149,20,9408.02,445.655,89,39,522.668,470.401,101.009,59.0699,70.3305,41.1289,3,1,1,0,0,0,0,0,0,0,10,11,11,1
2,21,2_BA31post,2,0.825552875,Java,0,0,0,0,0,0,0,0,167.149,20,9408.02,445.655,89,39,522.668,470.401,101.009,59.0699,70.3305,41.1289,3,1,1,0,0,0,0,0,0,0,10,11,11,1
2,21,2_BA31ant,2,0.799689,Java,0,0,0,0,0,0,0,0,167.149,20,9408.02,445.655,89,39,522.668,470.401,101.009,59.0699,70.3305,41.1289,3,1,1,0,0,0,0,0,0,0,10,11,11,1
2,22,2_BA32,2,0.810991375,Java,0,0,0,0,0,0,0,0,191.155,20.1389,8195.92,406.504,75,43,455.329,406.97,101.993,59.6448,94.162,55.0655,2,1,1,0,0,0.0909091,1,0,0.0909091,1,10,10,7,1
2,22,2_BA31post,2,0.743071875,Java,0,0,0,0,0,0,0,0,191.155,20.1389,8195.92,406.504,75,43,455.329,406.97,101.993,59.6448,94.162,55.0655,2,1,1,0,0,0.0909091,1,0,0.0909091,1,10,10,7,1
2,22,2_BA31ant,2,0.754594875,Java,0,0,0,0,0,0,0,0,191.155,20.1389,8195.92,406.504,75,43,455.329,406.97,101.993,59.6448,94.162,55.0655,2,1,1,0,0,0.0909091,1,0,0.0909091,1,10,10,7,1
2,7,2_BA32,3,0.80337975,Java,0,0,0,0,0,0,0,0,123.73,18.2083,5051.63,294.411,56,31,280.646,277.435,107.37,62.7895,79.5068,46.4952,3,2,2,0,0,0,0,0,0,0,8,8,8,1
2,7,2_BA31post,3,0.484311125,Java,0,0,0,0,0,0,0,0,123.73,18.2083,5051.63,294.411,56,31,280.646,277.435,107.37,62.7895,79.5068,46.4952,3,2,2,0,0,0,0,0,0,0,8,8,8,1
2,7,2_BA31ant,3,0.569892688,Java,0,0,0,0,0,0,0,0,123.73,18.2083,5051.63,294.411,56,31,280.646,277.435,107.37,62.7895,79.5068,46.4952,3,2,2,0,0,0,0,0,0,0,8,8,8,1
2,8,2_BA32,1,0.853813313,Java,0,0,0,0,0,0,0,0,108.278,15.3,3236.31,218.793,44,28,179.795,211.524,107.102,62.633,79.0189,46.2099,2,1,1,0,0,0,0,0,0,0,9,10,6,1
2,8,2_BA31post,1,0.755176125,Java,0,0,0,0,0,0,0,0,108.278,15.3,3236.31,218.793,44,28,179.795,211.524,107.102,62.633,79.0189,46.2099,2,1,1,0,0,0,0,0,0,0,9,10,6,1
2,8,2_BA31ant,1,0.724818625,Java,0,0,0,0,0,0,0,0,108.278,15.3,3236.31,218.793,44,28,179.795,211.524,107.102,62.633,79.0189,46.2099,2,1,1,0,0,0,0,0,0,0,9,10,6,1
